,loss,accuracy,val_loss,val_accuracy
0,3.255030526241738,0.21414408087730408,2.4156687701910804,0.39614513516426086
1,2.0583788019620317,0.47530102729797363,1.643625354550593,0.5807256102561951
2,1.5484322386811,0.59593665599823,1.2958980298636993,0.6857143044471741
3,1.253229316190288,0.682490885257721,1.0723852657136463,0.7546485066413879
4,1.0623905915697265,0.7427799701690674,0.9407118956788597,0.7963718771934509
5,0.9192705987177997,0.7845340371131897,0.833743976951997,0.8195011615753174
6,0.8212875238714994,0.818213164806366,0.7498944191164981,0.8517006635665894
7,0.7396838833465018,0.8432426452636719,0.7103410801379318,0.863265335559845
8,0.6670370934259556,0.8639328479766846,0.6804373900095622,0.8732426166534424
9,0.6211963830989286,0.8786459565162659,0.62737904708672,0.8863945603370667
10,0.5804166054738664,0.8894508481025696,0.6103128870598583,0.8902494311332703
11,0.541363893539187,0.900571882724762,0.5852608432575148,0.8929705023765564
12,0.5125310239798653,0.9094226956367493,0.5656972815390346,0.8975056409835815
13,0.4794213626418238,0.9185608625411987,0.5703161501560081,0.8984127044677734
14,0.4566928724164699,0.9250265955924988,0.5301262274621025,0.9047619104385376
15,0.43631761413171527,0.9312049150466919,0.504493960609782,0.9081632494926453
16,0.4156628916902739,0.9361475706100464,0.5042719058439035,0.9120181202888489
17,0.40208474736901695,0.9414063692092896,0.4787729368728845,0.9190475940704346
18,0.38591876938091674,0.9425845742225647,0.47814994785520765,0.9174603223800659
19,0.3677512796457007,0.9470674395561218,0.4641677915914799,0.9208616614341736
20,0.3587656124059029,0.9494813084602356,0.44823432330912205,0.9258503317832947
21,0.3436581806933189,0.9531021118164062,0.4592398624030911,0.918820858001709
22,0.3302412570514584,0.9560045003890991,0.43483083169746833,0.9276643991470337
23,0.31842132951580293,0.9580734968185425,0.4265365982271917,0.9297052025794983
24,0.3101935610635455,0.9589930772781372,0.42292743242787123,0.9267573952674866
25,0.2950389990981562,0.9637345671653748,0.42501065566155916,0.9287981986999512
26,0.2913796476485171,0.9647691249847412,0.39812860591611626,0.936734676361084
27,0.2816545950646695,0.9666369557380676,0.401915668603244,0.9312925338745117
28,0.27293477395683285,0.9669243097305298,0.39389719614366286,0.9315192699432373
29,0.26638971949850726,0.9689646363258362,0.4130678291493803,0.9258503317832947
30,0.25645731865559823,0.9712347984313965,0.38445687588650623,0.936734676361084
31,0.2501607491948207,0.9707175493240356,0.3618374473924269,0.9442176818847656
32,0.2445022711747268,0.9719244837760925,0.3673706705337749,0.9360544085502625
33,0.23839960696616802,0.9732176065444946,0.3626644790848367,0.9378684759140015
34,0.22973760655162395,0.9745107889175415,0.364743177096049,0.9414966106414795
35,0.22773571908619558,0.9738211035728455,0.3460418983381622,0.940816342830658
36,0.2204143611176363,0.9750567674636841,0.37565930746580195,0.9292517304420471
37,0.21442579337723547,0.9771832227706909,0.35138376422750167,0.9331066012382507
38,0.21070683640927954,0.9767522215843201,0.3562906288505952,0.9374149441719055
39,0.20466905409650743,0.9783039689064026,0.3399572096714357,0.9394558072090149
40,0.2001394360573279,0.978648841381073,0.32607517091054766,0.9471655488014221
41,0.19626347566661337,0.9782752394676208,0.3336740382944916,0.9417233467102051
42,0.19056013054969534,0.9799994230270386,0.3265048746349049,0.9471655488014221
43,0.18636051296302275,0.9812350869178772,0.3329813801512426,0.9387755393981934
44,0.18562453234439616,0.9804017543792725,0.3443544582444794,0.9346938729286194
45,0.17669751721622787,0.9829305410385132,0.32805781407691453,0.9430838823318481
46,0.17465303969562573,0.9813500642776489,0.342824755774604,0.9365079402923584
47,0.17164028195914305,0.9830455183982849,0.3176049141656785,0.9419501423835754
48,0.1667558325058448,0.9833041429519653,0.3205183633060412,0.9419501423835754
