,loss,accuracy,val_loss,val_accuracy
49,0.16605834950026796,0.9835914969444275,0.3200004035112809,0.9410430788993835
50,0.1620120134306004,0.9841374754905701,0.30832711162210324,0.9430838823318481
51,0.16089572502121527,0.9829592704772949,0.35732317960181204,0.9328798055648804
52,0.15610353130853746,0.9841949343681335,0.330340377408631,0.9351474046707153
53,0.1533633464874387,0.9853156805038452,0.3079182555886353,0.9414966106414795
54,0.1485801920594078,0.985832929611206,0.30049467500375243,0.9428571462631226
55,0.1497913064845828,0.9846259951591492,0.30603928814669584,0.9462584853172302
56,0.1442611529293127,0.9854593276977539,0.31471624739316045,0.9371882081031799
57,0.1435439429170712,0.9856604933738708,0.29905233102050227,0.945805013179779
58,0.1414356779669711,0.9868674278259277,0.3194670111684302,0.9374149441719055
59,0.13846914218024908,0.9865226149559021,0.3130842891274666,0.9414966106414795
60,0.13551665587321982,0.9870111346244812,0.29113017658527746,0.9462584853172302
61,0.13272581647257992,0.9877582788467407,0.2926714846877014,0.9446712136268616
62,0.13177520855257108,0.9875571131706238,0.30418538776925363,0.9383220076560974
63,0.1282420466532258,0.987729549407959,0.3315301151773016,0.9414966106414795
64,0.12734079031521173,0.9881030917167664,0.2909166765456297,0.9460317492485046
65,0.12538473669364297,0.9879881739616394,0.2980730794589806,0.9462584853172302
66,0.12447328569316196,0.9877870082855225,0.30875982821933806,0.9401360750198364
67,0.1203929313472874,0.9888215065002441,0.27732175558873046,0.9492063522338867
68,0.11912738448220589,0.9885628819465637,0.2791151612794318,0.9467120170593262
69,0.11543345010045267,0.9895973801612854,0.2923373032859664,0.9448979496955872
70,0.11497076406748206,0.9890514016151428,0.3171484173560629,0.9362812042236328
71,0.11452724516191354,0.9895399212837219,0.2890009876551812,0.9471655488014221
72,0.11306938261706623,0.9895973801612854,0.3113046316062512,0.9351474046707153
73,0.11078179088202272,0.9893962740898132,0.27968643564485907,0.9417233467102051
74,0.10907772334725073,0.9896836280822754,0.2806169457040947,0.9428571462631226
75,0.10850831983507309,0.9901721477508545,0.2975914042688011,0.9412698149681091
76,0.10605820115779734,0.9899422526359558,0.27360200741393764,0.9444444179534912
77,0.10518555058821916,0.9899422526359558,0.33067667561323466,0.9419501423835754
78,0.1043751051635481,0.9908905625343323,0.27936088665813,0.9460317492485046
79,0.10112820935157178,0.9914078116416931,0.2755770083998336,0.9437641501426697
80,0.10200825713371703,0.9903157949447632,0.28393221531325186,0.9399092793464661
81,0.09934421521233754,0.9913503527641296,0.27891892483985886,0.9419501423835754
82,0.10103658479496153,0.9902870655059814,0.27235358987265434,0.9453514814376831
83,0.09621244239383718,0.9912928342819214,0.2738133073799194,0.9417233467102051
84,0.09746827923446356,0.9910054802894592,0.2536170520344559,0.9496598839759827
85,0.09519336268324191,0.9915801882743835,0.27504192524486115,0.9464852809906006
86,0.09383451980015317,0.9914078116416931,0.27278327163384886,0.9498866200447083
87,0.0951281447480501,0.9904595017433167,0.2712706918483959,0.9414966106414795
88,0.09056595348260839,0.9920687079429626,0.25667835560515356,0.9478458166122437
89,0.09162883470359745,0.9919537901878357,0.2618558760267807,0.9480725526809692
90,0.09188820726172006,0.9913215637207031,0.2481329062222894,0.9494330883026123
91,0.08917739304126913,0.9916089773178101,0.2504926853169119,0.9496598839759827
92,0.088303263263064,0.9918388724327087,0.25574642072459197,0.9494330883026123
93,0.08875939408728555,0.9917526245117188,0.26282753279419985,0.9460317492485046
94,0.08680142456130216,0.9924135804176331,0.2424269557945312,0.9501133561134338
95,0.08556049077218762,0.99252849817276,0.26999450730088076,0.9453514814376831
96,0.08673704305596316,0.9917526245117188,0.27752905446115267,0.9464852809906006
97,0.0839783475389614,0.9925572276115417,0.2852961889605403,0.940362811088562
98,0.08425343395221106,0.9918963313102722,0.24934776763256444,0.9498866200447083
99,0.08138295817333305,0.9931607246398926,0.2745519240832383,0.9448979496955872
100,0.08229006040818754,0.9925860166549683,0.2695413217793246,0.940362811088562
101,0.08138850124140108,0.9922986030578613,0.25612558734660246,0.9419501423835754
102,0.07931925095952842,0.9928159117698669,0.25934004771466157,0.9471655488014221
103,0.08056146280401182,0.9928446412086487,0.24448790493465605,0.9453514814376831
104,0.0785033549625177,0.9928733706474304,0.2634231593468292,0.9505668878555298
105,0.07868288362984797,0.9927583932876587,0.2629047336762184,0.9455782175064087
106,0.0746456497790995,0.9941377639770508,0.2646385249637422,0.9485260844230652
107,0.07475741269978635,0.9938791394233704,0.27879408891238866,0.9462584853172302
108,0.07722482279590938,0.9929308295249939,0.23415492285135922,0.9485260844230652
109,0.07518263674452234,0.9937929511070251,0.2490102620757356,0.9510204195976257
110,0.07344594267455082,0.9939653277397156,0.2589930189710085,0.9492063522338867
111,0.07352476977134112,0.9932756423950195,0.25853942009597136,0.9498866200447083
112,0.0743473239604651,0.9929882884025574,0.2590816667290772,0.9514739513397217
113,0.07287487694167444,0.9938504099845886,0.24195932094472336,0.9482993483543396
114,0.07050891397397523,0.9935055375099182,0.23276508457266015,0.9532879590988159
115,0.07248455098332346,0.993218183517456,0.26045568719202156,0.942630410194397
116,0.07053744091364553,0.9939940571784973,0.2968727716648119,0.9435374140739441
117,0.06955968729631168,0.9938791394233704,0.2623087501850258,0.9464852809906006
118,0.0681825175203963,0.9945113658905029,0.23756165151693384,0.9523809552192688
119,0.07010883145838699,0.9933331608772278,0.24774218123245673,0.9476190209388733
120,0.06881396762371345,0.994223952293396,0.2657578772563242,0.9482993483543396
121,0.06928792726038147,0.9935055375099182,0.28742481824221794,0.9414966106414795
122,0.0686683250271235,0.9939940571784973,0.2756030442898506,0.939002275466919
123,0.06810238863563615,0.9937929511070251,0.2750323845010225,0.9412698149681091
124,0.06626571991114155,0.9947124719619751,0.27368513149063606,0.9469387531280518
125,0.0681130036459265,0.9938504099845886,0.2544031407827693,0.9501133561134338
126,0.06460498604601154,0.9947412014007568,0.26299997149140925,0.9480725526809692
127,0.06517071167046751,0.9944825768470764,0.2538400256039064,0.9501133561134338
128,0.06343413943908105,0.9948849081993103,0.24469735421020697,0.9517006874084473
129,0.06703154257634611,0.9936779737472534,0.24201313812716477,0.9503401517868042
130,0.06484831523825381,0.9939653277397156,0.27376829673643827,0.9417233467102051
131,0.06282040514170742,0.994913637638092,0.2768700779024976,0.9414966106414795
132,0.06348479619830082,0.9946837425231934,0.2667504450766678,0.9478458166122437
133,0.06189050923894509,0.9949710965156555,0.23354080768128913,0.9539682269096375
134,0.06342854343226026,0.9940515756607056,0.25955331626933176,0.9487528204917908
135,0.07187605728129928,0.9934768080711365,0.2578181815661,0.9453514814376831
136,0.07164379630442608,0.9933618903160095,0.2500559438112912,0.9482993483543396
137,0.07063540078335827,0.9938504099845886,0.25408521891991837,0.945805013179779
138,0.06931869595576615,0.9939940571784973,0.2487139830108132,0.9489796161651611
139,0.06863233779716477,0.9937929511070251,0.22746080273673647,0.9519274234771729
140,0.06778867359899468,0.994310200214386,0.26037141264431063,0.9462584853172302
141,0.0689771637829442,0.9935055375099182,0.25087960257011205,0.9473922848701477
142,0.06666274828924479,0.9951722621917725,0.24671138416882815,0.9517006874084473
143,0.0661231061605495,0.9946837425231934,0.24368589670479704,0.9494330883026123
144,0.06833766745734467,0.9933906197547913,0.2508878146304565,0.9482993483543396
145,0.06734408039984294,0.9933906197547913,0.2732338741523068,0.9412698149681091
146,0.065343427171724,0.9945975542068481,0.24687531913489172,0.9492063522338867
147,0.06423548521139628,0.9943963885307312,0.2655277803911914,0.942176878452301
148,0.0647115870213383,0.9946262836456299,0.24374375848813393,0.9496598839759827
149,0.06450589918632775,0.9940803050994873,0.24985192835736436,0.9492063522338867
150,0.06577537435873503,0.9938791394233704,0.21017220705544867,0.9557822942733765
151,0.06308260146923396,0.9945688247680664,0.2741587598442761,0.9430838823318481
152,0.06342522545035925,0.9945400953292847,0.2464998007901942,0.9471655488014221
153,0.06244715680668123,0.9949710965156555,0.2740007350098789,0.9453514814376831
154,0.06307353865067392,0.9941664934158325,0.24485182083653215,0.9519274234771729
155,0.062422594328568635,0.9946550130844116,0.2530552015891151,0.9498866200447083
156,0.06066885119172762,0.9947412014007568,0.238101501435109,0.9507936239242554
157,0.06178161825737106,0.9943963885307312,0.2490971362644853,0.9487528204917908
158,0.06078764952927106,0.9948849081993103,0.2455896294576511,0.9548752903938293
159,0.06201668056305354,0.9937641620635986,0.22971620688092412,0.9539682269096375
160,0.058942622826042464,0.9950860738754272,0.2810674916859927,0.9437641501426697
161,0.06032776226496956,0.9947699904441833,0.2707599955080858,0.9467120170593262
162,0.060230385643465945,0.9944538474082947,0.21653198817419628,0.9523809552192688
163,0.06064115664831109,0.9945975542068481,0.2319304738050145,0.9521542191505432
164,0.056748150415979116,0.9958619475364685,0.2406802547626755,0.9505668878555298
165,0.05858318735605725,0.9953734278678894,0.23433600572231406,0.9510204195976257
166,0.05765318791197752,0.9951435327529907,0.2198422467357177,0.9575963616371155
167,0.05767106739421707,0.9951722621917725,0.23565616173809079,0.9539682269096375
168,0.05911538688132326,0.994310200214386,0.21946861696621728,0.956462562084198
169,0.05725583502168357,0.9952585101127625,0.24047769267542832,0.9532879590988159
170,0.05677042915272097,0.9950573444366455,0.23254495969975617,0.9551020264625549
